Coming soon! From @stellwagendesigns! #customring 💚 #greendiamond https://t.co/Bsd6GsdYC0 https://t.co/dafV6ENgju 
Coming soon! From @stellwagendesigns! #customring 💚 #greendiamond @ The 529 https://t.co/O5Gv5NVs0a 
