0
"['new', 'shirt', 'oncetees', 'onceuponatee', 'prince', 'tchalla', 'purplerain', 'newshirt', 'whatif', 'ravengers', 'blackpanther']"
"['thanks', 'gimmiecookie', 'awesome', 'shot', 'wakandaforever', 'blackpanther', 'marvelcomics', 'mcu', 'wakanda']"
"['official', 'black', 'panther', 'backpack', 'marvel']"
"['wakanda', 'shit', 'this', 'blackpanther', 'mcu', 'marvel', 'marvelous']"
"['wakanda', 'female', 'army', 'the', 'dora', 'milaje', 'set', 'wakanda', 'blackpanther']"
"['life', 'give', 'windturbines', 'turn', 'whole', 'country', 's', 'wakanda', 'safemoon', 'x', 'blackpanther', 'much', 'more']"
"['chadwickboseman', 'theblackpanther', 'color', 'chalk', 'pastel', 'pastel', 'pencil', '22in', 'x', '28in', 'blackpanther', 'marvel']"
