0
"['hardhatintellec', 'hello', 'germany', '1939', 'knowyourhistory']"
"['what', 's', 'name', 'rise', 'name', 'would', 'smell', 'sweet', 'lgbthistory', 'knowyourhistory']"
"['thehardertheyfall', 'straight', 'disrespect', 'true', 'ancestor', 'cowboy', 'straight', 'buffoonery', 'knowyourhistory']"
"['mcgill', 'university', 'name', 'know', 'slave', 'owner', 'knowyourhistory', 'mtspdday']"
"['kodakblack', 'reference', 'jaguar', 'ford', 'like', 'dat', 'i', 'felt', 'that', 'depends', 'year', 'bud', 'knowyourhistory']"
"['travis', 'uncle', 'dannygu60491149', 'unmovedlee', 'urbanjodi', 'actually', 'white', 'vote', 'remove', 'apartheid', '1993', 'knowyourhistory']"
