0
"['everything', 'go', 'rn', 'easy', 'feel', 'unloved', 'even', 'invisible', 'blm', 'black', 'men', 'a']"
"['many', 'year', 'later', 'propagandist', 'troll', 'still', 'seed', 'story', 'blm', 'banner', 'somerville', 'city', 'hall']"
"['makwatee', 'premchaudhary', 'ipl', 'bccci', 'even', 'know', 'blm', 'stand', 'receive', 'million', 'usd', 'not']"
"['who', 'kenny', 'gay', 'blm']"
"['shadyorbvil', 'follow', 'you', 'll', 'find', 'out', 'blm']"
