0
"['soon', 'gay', 'doge', 'bsc', 'anticipate', 'lgbtq', 'token', 'crypto', 'spacetelegram']"
"['seriously', 'even', 'try', 'it', 'erogeisha', 'siliconetoy', 'silicone', 'lgbtq', 'cosplay', 'cosplayer', 'tether', 'crossfit', 'yyc']"
"['look', 'texas', 'anything', 'jerk', 'votersuppression', 'war', 'lgbtq', 'right', 'white', 'nationalist', 's']"
"['hentai', 'nsfw', 'lgbtq', 'source']"
