0
"['badge', 'shame', 'today', 'symbol', 'honor', 'ig', 'maverick', 'art', 'comic', 'art', 'gayhistory', 'hero', 'history', 'jewishhistory']"
"['2', 'protective', 'glass', 'gayart', 'israeliart', 'queerart', 'homoart', 'gaygift', 'gayactivist', 'gayhistory']"
"['history', 'matter', 'july', '1961', 'illinois', 'becomes', 'first', 'state', 'decriminalize', 'homosexuality', 'gayhistory']"
