0
"['msdhoni21462118', 'dineshkarthik', 'life', 'matternot', 'blmmake', 'alllivesmatter']"
"['bend', 'knee', 'god', 'racism', 'wont', 'go', 'away', 'people', 'bend', 'knee', 'alllivesmatter', 'supportquintondekock']"
"['sa', 'cricket', 'team', 'told', 'must', 'take', 'knee', 'world', 'trouble', 'alllivesmatter']"
"['isaguha', 'question', 'black', 'people', 'face', 'racism', 'indian', 'facechinese', 'face', 'alllivesmatter', 'blacklivesmatter']"
"['whitelivesmatter', 'blacklivesmatter', 'alllivesmatter', 'fuckoff', 'ky', 'killyourself', 'meme', 'stolesmemes', 'oc', 'di']"
