0
"['hour', 'left', 'take', 'advantage', 'big', 'sale', 'year', 'sachat', 'sapro', 'highered', 'studentaffairs']"
"['awesome', 'mentor', 'session', '1st', 'year', 'cohort', 'isucspa', 'student', 'karl', 'brook', 'studentaffairs', 'profession', 'be']"
"['save', 'date', 'rsvp', 'see', 'studentaffairs', 'team', 'umflint', 'leverage', 'peermentorship', 'solve']"
