0
"['mile', 'high', 'latinx', 'dancehall', 'pop']"
"['variety', 'don', 't', 'care', 'we', 're', 'latino', 'hispanic', 'brown', 'latinx', 'deserve', 'recognition', 'hollywood', 'ev']"
"['cameron', 'kasky', 'cam', 'racist', 'hate', 'latinx']"
"['dj', 'fedez', 'international', 'beatz', 'show']"
"['give', 'way', 'member', 'community', 'draraquelrubin', 'draraquelrub', 'n', 'latinx']"
"['tanyasaracho', 'hollywood', 'respect', 'enough', 'u', 'latinx', 'filmmaker', 'amp', 'artist', 'negative', 'stereoty']"
"['hccmetrostl', 'betsyhcohen', 'yemanjabrazil', 'great', 'work', 'join', 'upcoming', 'thursday', 'latinx', 'panelist']"
