0
"['homecoming', '2021', 'da', 'book', 'newberrywolves', 'babiesgrowingupsofast', 'deltasigmatheta', 'omegapsiphi']"
"['noooo', 'clownin', 'omegapsiphi', 'like', 'insecurehbo', 'omegapsiphi', 'd9', 'hbcu']"
