0
"['portland', 'resort', 'portlandme', 'cascobay', 'mainevacations', 'maineoceanspas', 'maineislandresort', 'vacationland']"
"['foliage', 'peak', 'come', 'take', 'peek', 'vacationland', 'lovemaine', 'fall', 'maine']"
