0
"['americathebeautiful', 'america', 'usa', 'unitedstates', 'theunitedstatesofamerica', 'u', 'theunitedstates', 'theusa', 'theus', 'an']"
"['proshares', 'bitcoin', 'etf', 'debut', 'nyse', 'oct', '19', 'thefirst', 'theunitedstates']"
