@shaneewarden @CainansP @BraxTheCreator -nigger who’s at school #maga 
@seanhannity'@OANN @PastorDScott @FoxNews@TuckerCarlson @RealAmVoice#niggasfortrump #maga @TheFirstonTV  #trump s… https://t.co/5fqGdk92WI 
#maga #trump @donaldjtrump is a nut job- just LISTEN to him!  Crazy shit. -drugs?  #arizona #texas #ohio #iowa @gop https://t.co/tI4qzk0QAH 
@UberFacts It’s not a surprise that a third of the population comes from there. #maga 
Biden Administration extends Covid restrictions for cruise ship industry into January https://t.co/sxrNwxCpYg #maga 
