For a perspective on an alternative #politicalcompass #test I took a while back these were my results… https://t.co/r0kAWRyxKT 
Niespodzianki nie było #politicalcompass https://t.co/563avQuTeH 
This makes sense. #politicalcompass https://t.co/I7yFPBRJix 
Ho rifatto il test dopo 8 anni. Pensavo di essere più conservatore. Mi sbagliavo.#politicalcompass https://t.co/NoEI6FM4oR 
For a perspective on an alternative #politicalcompass #test I took a while back these were my results… https://t.co/r0kAWRyxKT 
Niespodzianki nie było #politicalcompass https://t.co/563avQuTeH 
This makes sense. #politicalcompass https://t.co/I7yFPBRJix 
Ho rifatto il test dopo 8 anni. Pensavo di essere più conservatore. Mi sbagliavo.#politicalcompass https://t.co/NoEI6FM4oR 
