0
"['consider', 'animal', 'welfare', 'buy', 'clothes', 'ethicalchoices', 'veganforanimals', 'whatveganswear']"
"['chicken', 'run', 'veganforanimals', 'govegan']"
"['take', 'puttanesca', 'even', 'vegan', 'veganfood', 'pasta', 'crueltyfree', 'veganforanimals']"
"['be', 'afraid', 'afraid', 'the', 'fly', 'ethicalchoices', 'veganforanimals', 'whatveganswear', 'lifewithoutplastic']"
