0
"['juzao', 'considere', 'veganismo']"
"['veganismo', 'nft', 'project', 'come', 'soon', 'w8', 'w8', 'w8']"
"['new', 'article', 'release', 'click', 'read', 'vegan', 'veganism', 'veganismo', 'plantbased', 'plantbasedlifestyle', 'writer', 'nigeria']"
"['make', 'yummy', 'no', 'meat', 'ball', 'fool', 'meat', 'eater', 'potluck', 'vegan', 'veganismo']"
