0
"['eat', 'fruit', 'veganchef', 'veganjunkfood', 'whatveganeats', 'crueltyfreefood', 'plantbasedfitness', 'plantfuel']"
"['sure', 'i', 'll', 'yeah', 'experienced', 'veganjunkfood']"
