0
"['ja', 'ha', 'uma', 'semana', 'sem', 'comer', 'frango', 'dp', 'q', 'vi', 'esse', 'documentario', 'veganomy', 'review', 'super', 'size', '2', 'h']"
"['kimchee', 'beetroot', 'seitan', 'cauliflower', 'amp', 'fry', 'vegan', 'monday', 'vegano', 'vegetarian', 'lunchtime', 'kimcheeharvest']"
"['sunday', 'lunch', 'creamy', 'cauliflower', 'tofu', 'quinoa', 'tomato', 'farmer', 'market', 'vegan', 'vegano', 'nyc']"
"['vegan', 'onion', 'soup', 'with', 'mozzarella', 'cheese', 'vegan', 'vegano', 'nyc']"
"['friday', 'vegan', 'vegano', 'vegetarian', 'nyc', 'tc']"
"['not', 'smile', 'goodvibes', 'model', 'daddy', 'gym', 'gymmotivation', 'vegano', 'vegan', 'go', 'lifestyle', 'life', 'smile', 'me', 'i']"
"['smile', 'or', 'goodvibes', 'model', 'daddy', 'gym', 'gymmotivation', 'vegano', 'vegan', 'go', 'lifestyle', 'life', 'smile', 'me', 'i']"
"['week', 'survive', 'leftover', 'what', 'you', 'cooked', 'much', 'vegan', 'vegano', 'nyc', 'vegetarian']"
"['leftover', 'tuesday', 'falafel', 'bean', 'rice', 'vegan', 'vegano', 'vegeta', 'nyc']"
"['santorini', 's', 'first', 'vegan', 'boutique', 'hotel', 'open', 'vegan', 'plantbased', 'vegano', 'veganism']"
"['bake', 'spinach', 'falafel', 'healthy', 'tasty', 'homemade', 'tahini', 'sauce', 'vegan', 'vegano', 'nyc', 'vegetarian', 'lunch']"
"['imposible', 'burger', 'weekend', 'weekend', 'nyc', 'vegan', 'vegano']"
