0
"['it', 's', 'sweet', 'bitter', 'start', 'nutty', 'first', 'letter', 'umami', 'vegetal', 'end', 'bot', 'wordreviewer', 'automatic', 'nutty', 'vegetal']"
"['vegetal', 'burger', 'justgood', 'green', 'comersano', 'comerbien', 'natural', 'greenburger', 'burger', 'burgerlover', 'vegetal']"
