0
"['roast', 'broccolini', 'chili', 'lemon', 'dill', 'gt', 'gt', 'gt']"
"['tomorrow', 'night', 's', 'dinner', 'chutney', 'chick', 'n', 'curry', 'let', 's', 'eat', 'mycooking', 'vegetarianrecipes', 'recipeideas', 'dinner']"
"['vegetarianrecipes', 'let', 'enjoy', 'vegetable', 'new', 'way', 'cookinghelp']"
"['6', 'delicious', 'vegetarian', 'dish', 'kerala', 'must', 'try']"
"['follow', 'u', 'intstagram', 'healthy', 'recipe', 'ketorecipes', 'vegetarianrecipes', 'inspiration', 'mondaymotivation']"
"['try', 'vege', 'ragu', 'pasta', 'vegetarian', 'vegetarianrecipes', 'comfortfood', 'ragu', 'also', 'available', 'online', 'for']"
"['warm', 'french', 'lentil', 'salad', 'tomato', 'marcona', 'almond', 'goat', 'cheese']"
