0
"['throwback', 'summer', 'love', 'explore', 'hy', 're', 'many', 'lovely', 'little', 'street', 'summer2020', 'summervibes', 'hyeres']"
"['la2021', 'docuseries', 'present', 'losangeles', 'independentartist', 'summer2020', 'long', 'beach', 'california', 'la', 'roit', 'part', '2', 'roit']"
"['breakingnews', 'spent', '3', 'month', 'library', 'reading', 'entire', 'summer2020', 'spent', 'learn', 'moneyball', 'job', 'off']"
"['cathay', 'pacific', 'a350', 'arrive', 'frankfurt', 'early', 'summer2020']"
