0
"['smile', 'more', 'happiness', 'suit', 'springtime', 'jacaranda']"
"['must', 'rosewednesday', 'amp', 'finally', 'happen', 'springtime', 'canberra', 'last', 'week']"
"['cherry', 'blossom', 'springtime', 'kaye', 'menner', 'quality', 'print', 'at']"
"['weather', 'crapy', 'i', 'm', 'already', 'think', 'spring', 'blacksmith', 'forge', 'handforged', 'learntoforge', 'springtime']"
"['rosa', 'darcey', 'bussell', 'david', 'austin', 'rise', 'opening', 'springtime']"
"['rose', 'city', 'rose', 'mygarden', 'bloemfontein', 'garden', 'rose', 'flower', 'springtime', 'spring', 'cityofroses', 'bloe']"
"['happy', 'sunday', 'folk', 'glorious', 'day', 'happydays', 'springtime', 'agentprovocateur', 'maturedames', 'sydneysider']"
"['tulip', 'avignon', 'springtime', 'flower', 'tulip', 'dallasarboretum', 'dallas', 'texas', 'wallartforsale', 'fineartforsale']"
