0
"['press', 'highlight', 'remarkable', 'memory', 'keeper', 'usa', 'today', 'boombox', 'bestgiftever', 'giftoflove', 'givelove', 'memory']"
"['raven', 'finally', 'here', 'amaze', 'feel', 'stadium', 'ravensflock', 'feelthepower', 'bestgiftever']"
