0
"['either', 'die', 'hero', 'live', 'long', 'become', 'villain', 'brandonfrazierfan', 'bestfriendsforever', 'bff']"
"['oh', 'okay', 'um', 'invent', 'post', 'it', 's', 'bff', 'dress', 'besties', 'smile', 'love', 'borntoiinspire']"
"['gay4riki', 'hello', 'bff']"
"['raw', 'season', 'premiere', 'bff', 'wwe', 'houston316', 'hou', 'houston', 'toyota', 'center']"
"['oh', 'get', 'ask', 'sad', 'speak', 'fail', 'bff', 'relationship', 'bad', 'day', 'we']"
"['gf2beomgyu', 'we', 're', 'bff', 'goal']"
"['rspca', 'official', 'flynn', 's', 'eye', 'say', 'hero', 'forever', 'i', 'll', 'bff', 'loyal', 'true', 'forever']"
"['birthdaybrunch', 'gsoutdoors', 'triadlocalfirst', 'bff', 'charcuterieboard', 'skinlikerissas', 'skin', 'like', 'rissa', 's']"
"['20', 'year', 'friendship', 'bless', 'friend', 'like', 'mine', 'bff', 'smalltownlife', 'pumpkinpatch']"
"['couple', 'thing', 'bucket', 'list', 'bff']"
"['pcy6ki', 'u', 're', 'real', 'bff', 'traitor']"
"['bacheloretteparty', 'costume', 'costumeparty', 'bff', 'en', 'narnia']"
"['late', 'inspirational', 'blog']"
"['feel', 'bff', 'rn', 'bff']"
"['one', 'entire', 'planet', 'know', 'what', 's', 'best', 'you', 'bestfriends', 'friend', 'friendship', 'bff']"
"['aibedolvr', 'beidousgf', 'sure', 'bff']"
"['lilaisdone', 'become', 'bff']"
"['dog', 'bed', 'isn', 't', 'big', 'enough', 'friend', 'dachshund', 'goldendoodle', 'doglove', 'bff', 'share']"
"['happy', 'birthday', 'bff', 'yuta']"
"['special', 'mug', 'kindred', 'spirit', 'ladyjcmuses']"
"['best', 'friend', 'bestfriends', 'art', 'gift', 'homedecor', 'bff', 'happy']"
"['best', 'friend', 'forever', 'bff', 'bestfriendforever', 'grontrusz', 'happytime', 'kuta', 'bali']"
"['relationship', 'goal', 'love', 'goal', 'cuddletime', 'rockwithyou', 'babyholdon', 'bff', 'couplegoals']"
"['sunshine', 'come', 'love', 'dog', 's', 'eye', 'charlythehuskygirl', 'friendshipcollar', 'bff', 'dog']"
"['nbsafter5', 'hey', 'play', 'wewano', 'flona', 'go', 's', 'bff', 'group', 'crkplanetltd']"
"['really', 'miss', 'bully', 'best', 'partner', 'bff']"
"['idontlwt', 'we', 're', 'meant', 'bff']"
"['best', 'friend', 'forever', 'cute', '4', 'photo', 'collage', 'teal', 'plaque']"
"['7lovemin', 'promote', 'work', 'u', 'bff']"
"['plot', 'thickens']"
"['goldendusan', 'come', 'support', 'me', 'bff', 'loveu']"
"['met', 'before', 'zepetofyp', 'fyp', 'like4like', 'bff', 'zepetocouples', 'newpose', 'newstyle', 'myzepeto']"
"['bridesmaid', 'day', 'best', 'friend', 'life', 'bff', 'bridesmaid', 'confidante', 'ourworldrocks', 'be']"
"['jmbi1gantz', 'youhouuuuu', 'bff']"
"['fact', 'make', 'bff', 'non', 'kdrama', 'person', 'watch', 'esp', 'kimseonho', 'su', 'amp', 'cure', 'insomnia', 'extreme']"
"['really', 'confuse', 'concerned', 'could', 'use', 'new', 'best', 'friend', 'bff']"
"['forever', 'friend', 'bff', 'throwback', 'nj', 'epcot', 'wdw', 'disney', 'disneyworld']"
"['savage', 'replier', 'bestfriends', 'bff', 'savage', 'indvpak', 'shami', 'iplnewteam', 'ipl', 'lucknow']"
