0
"['firstkiss', 'firstlove', 'romance', 'harrypotter', 'harmioneandron', 'ronweasley']"
"['me', 'romantic', 'kiss', 'firstkiss', 'harrypotter', 'harmione', 'ronweasley', 'deathlyhallows', 'love']"
"['psyche', 'receive', 'first', 'kiss', 'gerard', 'catrized', 'gerard', 'kiss', 'firstkiss', 'psyche']"
"['first', 'kiss', 'cute', 'firstkiss', 'firstlove', 'sims4', 'thesims4']"
"['finally', 'firstkiss', 'firstdates', 'sims4', 'game']"
"['nate', 'michelle', 'get', 'married', 'already', 'or', 'thebachelorette', 'bachelorette', 'bacheloretteabc', 'firstkiss', 'firstimpressionrose']"
"['shock', 'ananyapandayy', 'first', 'kiss', 'star', 'kid', 'know', 'follow', 'u', 'iwmbuzz', 'ananyapanday', 'firstkiss']"
