0
"['puppylove', 'lovn', 'love', 'doggo', 'bestfriend', 'doglover', 'puppy', 'toy', 'treat', 'goody', 'care', 'lifestyle', 'dog', 'umbrella']"
"['morning', 'best', 'work', 'colleague', 'ever', 'catsoftwitter', 'whitecat', 'cat', 'bestfriend', 'loveher', 'thamesditton']"
"['yin', 'yang', 'necklace', 'bestfriend']"
"['puppylove', 'lovn', 'love', 'doggo', 'bestfriend', 'doglover', 'puppy', 'toy', 'treat', 'goody', 'care', 'lifestyle', 'dog', 'shiba', 'do']"
"['puppylove', 'lovn', 'love', 'doggo', 'bestfriend', 'doglover', 'puppy', 'toy', 'treat', 'goody', 'care', 'lifestyle', 'dog', 'dog', 'groo']"
"['puppylove', 'lovn', 'love', 'doggo', 'bestfriend', 'doglover', 'puppy', 'toy', 'treat', 'goody', 'care', 'lifestyle', 'dog', 'pet', 'stor']"
"['one', 'entire', 'planet', 'know', 'what', 's', 'best', 'you', 'bestfriends', 'friend', 'friendship', 'bff']"
"['puppylove', 'lovn', 'love', 'doggo', 'bestfriend', 'doglover', 'puppy', 'toy', 'treat', 'goody', 'care', 'lifestyle', 'dog', '3', 'step']"
"['want', 'best', 'friend', 'bestfriend', 'bikinimodel', 'afro', 'malemodel', 'work']"
"['puppylove', 'lovn', 'love', 'doggo', 'bestfriend', 'doglover', 'puppy', 'toy', 'treat', 'goody', 'care', 'lifestyle', 'dog', 'silk', 'car']"
"['bless', 'best', 'bigbrother', 'siblinglove', 'marc', 'bestfriend', 'friendlove', 'kristo', '23october2021']"
"['favourite', 'man', 'rock', 'look', 'justlookatthoseshoes', 'bestfriend', 'suitedandbooted']"
"['puppylove', 'lovn', 'love', 'doggo', 'bestfriend', 'doglover', 'puppy', 'toy', 'treat', 'goody', 'care', 'lifestyle', 'dog', 'squeaky']"
"['puppylove', 'lovn', 'love', 'doggo', 'bestfriend', 'doglover', 'puppy', 'toy', 'treat', 'goody', 'care', 'lifestyle', 'dog', 'winter', 'd']"
"['it', 's', 'tradition', 'horrornights', 'la', 'universalstudios', 'bestfriend']"
"['nana', 'grandson', 'bestfriend', 's', 'amp', 'k', 'fashion', 'boutique']"
"['ride', 'die', 'mr', 'dozer', 'bestfriend', 'dogdad', 'bulldog', 'kansa', 'city', 'missouri']"
"['love', 'force', 'capable', 'transform', 'enemy', 'friend', 'friendsforlife', 'smile', 'bestfriend', 'fun']"
