0
"['myguy', 'funny', 'comedy', 'laugh', 'humor', 'teddybear', 'lol', 'fyp', 'myboy', 'be', 'drinkin', 'layedout', 'viral', 'share', 'world', 'wo']"
"['still', 'smokin', 'drinkin', 'golfin', 'lifeisgood']"
"['smokin', 'drinkin', 'golfin', 'jmc2234', 'elite']"
