0
"['go', 'get', 'fightguess', 'win', 'drinkinggames', 'drinking', 'beer', 'drinkinggame', 'party', 'partyideas']"
"['lovemycoffee', 'needmycoffee', 'drinkinggames', 'love', 'morning', 'coffee', 'how', 'you']"
"['it', 's', 'essential', 'drinkinggames', 'sleeve', 'but', 'real', 'question', 'be', 'be', 'brave', 'enough', 't']"
"['drinking', 'brother', 'hotel', 'room', 'play', 'high', 'low', 'drinkinggames', 'tuesdaynightfun', 'familyroadtrip']"
"['day', '19', 's', 'post', 'now', 'blog', 'horror', 'blogger', 'drink', 'blogging', 'drinkinggames', 'spookyseason']"
