0
"['funfun4to', 'get', 'amaze', 'city', 'here', 'foodheaven']"
"['fry', 'egg', 'toast', 'crumpet', 'foodheaven']"
"['you', 'know', 'go', 'restaurant', 'burger', 'saturdaykitchen', 'foodheaven', 'know', 'burger', 'a']"
"['chicken', 'fajita', 'flautas', 'pappasito', 's', 'houston', 'still', 'yummy', '25', 'year', 'later', 'foodaholic', 'foodporn', 'foodheaven']"
"['chicken', 'mandi', 'recipe', 'ahmed', 'alam', 'recipe', 'homemade', 'healthyfood', 'foodie', 'foodlovers', 'foodblogger', 'foodheaven']"
"['fortify', 'chicken', 'stock', 'personalbitesoc', 'chefsang', 'la', 'losangeles', 'orangecounty', 'food', 'foodie', 'foodheaven']"
"['avoid', 'place', 'order', 'call', 'u', '0740873662', 'dm', 'fresheatske', 'foodlove', 'foodheaven']"
"['see', 'bubble', 'waffle', 'hot', 'oreo', 'lotus', 'icecream', 'woof', 'tasty', 'food', 'foodporn', 'foodheaven', 'yum', 'sweet']"
