0
"['happy', 'saturday', 'night', 'laruotapizza', 'cambie', 'pizzeria', 'vancouvereats', 'yummy', 'pizzavan', 'dailypizza', 'saturdaynight']"
"['who', 's', 'pizza', 'laruotapizza', 'cambie', 'pizzeria', 'vancouvereats', 'vancouverfoods', 'pizzavan', 'dailypizza']"
"['love', 'u', 'good', 'ronicup', 'pizzaoftheday', 'dailypizza', 'ronicups', 'pepperonipizza', 'pizzaplease', 'lowerlonsdale']"
