0
"['know', 'every', 'kind', 'tea', 'require', 'special', 'condition', 'brew', 'enjoy', 'drinktea', 'teapot', 'teatime']"
"['30', 'sitewide', 'blackfridaypreview', 'shopearly', 'tea', 'capitalteas', 'drinktea']"
"['second', 'ever', 'coffee', 'energy', 'purpose', 'fuss', 'taste', 'shite', 'drinktea']"
"['teatime', 'hug', 'soul', 'spirit', 'morn', 'tea', 'ing', 'drinkteaeveryday', 'looseleaftea', 'teapro', 'looseleaflovers']"
