Quetzal colinegroFinca verdeplata cali#quetzal #aves_del_mundo #avescolombia #aves #birds_of_instagram… https://t.co/o8gxxmwcJN 
Bolivian Cardinal: Beautiful!!!https://t.co/mRIJLZzc6q#birds_of_instagram #birds_private #birdphotos… https://t.co/xDRJyDd1fp 
