✊ 🖐 ☝️#横山武史　#タイトルホルダー#菊花賞　#ドゥラメンテ#競馬　#馬　#阪神競馬場#hanshinracecourse #tokyoracecourse#horsephotographer #horse… https://t.co/A92ZXWztnI 
Be yourself there’s no one better....#canonphotographers #carphotographer #horsephotographer #callmejutt_166… https://t.co/ZS4osXo10F 
Today’s ‘arty farty’ shot #horses #horsephoto #racehorse #horseracing #racehorsetrainer #horsephotographer… https://t.co/vUjisrHUDx 
