0
"['sabi', 's', 'de', 'olho', 'e', 'que', 'olho', 'hein', 'meus', 'amigo', 'birdart', 'birdgang', 'bird', 'brilliance', 'birdsonearth']"
"['lavadeira', 'mascarada', 'vulgarmente', 'conhecida', 'como', 'noivinha', 'ou', 'viuvinha', 'birdart', 'birdgang', 'bird', 'brilliance']"
"['faz', 'uma', 'pose', 'pra', 'foto', 't', 'bom', 'assim', 't', 'birdart', 'birdgang', 'bird', 'brilliance', 'birdsonearth']"
