0
"['hiphop', 'rock', 'dogoftheday', 'feature', 'coby', 'show', 'horn', 'nirvana', 'fan', 'what', 's', 'favorit']"
"['autumn', 'color', 'forest', 'dog', 'dogsofinstagram', 'dogoftheday', 'bordercollie', 'bordercolliesofinstagram', 'bordercollies']"
"['dog', 'dogoftheday', 'dod']"
"['wait', 'lunch', 'dogoftheday', 'doge', 'dog', 'pictureoftheday', 'catsoftwitter', 'caturday', 'catsoftwittter', 'catecoin']"
"['happy', 'tongueouttuesday', 'everyone', 'share', 'photo', 'u', 'today', 'dogoftheday', 'happydog', 'cutedog', 'doglovers']"
"['follow', 'u', 'instagram', 'tiktok', 'photography', 'photo', 'dogphoto', 'headshot', 'doginstagram', 'dogoftheday']"
"['memory', 'best', 'friend', 'animalartist', 'petpainting', 'doglife', 'dogportraits', 'pet', 'dogoftheday', 'artoftheday']"
"['omg', 'so', 'cute', 'everrr', 'dog', 'dogsoftwittter', 'dogoftheday', 'dogsofinstagram', 'pawsome', 'dogslover', 'animalslover']"
"['tell', 'first', 'dog', 'dogsofinstagram', 'kentpoollive', 'dog', 'doglover', 'doglife', 'dogoftheday']"
"['doglovers', 'dogsofinstagram', 'dog', 'dog', 'doglife', 'dogstagram', 'dogoftheday', 'puppy', 'doglover', 'instadog', 'puppylove', 'pet']"
"['doglovers', 'dogsofinstagram', 'dog', 'dog', 'doglife', 'dogstagram', 'dogoftheday', 'puppy', 'doglover', 'instadog', 'puppylove', 'pet']"
"['doglovers', 'dogsofinstagram', 'dog', 'dog', 'doglife', 'dogstagram', 'dogoftheday', 'puppy', 'doglover', 'instadog', 'puppylove', 'pet']"
"['dogsofinstagram', 'dogstagram', 'doglover', 'doglife', 'dogoftheday', 'goodmorning']"
"['dog', 'dogsofinstagram', 'dog', 'dogstagram', 'doglover', 'dogoftheday', 'doglife', 'doglovers', 'doggy', 'dogsofinsta', 'dogsofig']"
"['bostonterrier', '6600', 'zeiss', 'dogstagram', 'dogoftheday']"
"['dog', 'dog', 'radio', 'doglover', 'dogoftheday']"
"['dogoftheday', 'petlovers', 'soft', 'nylon', 'dog', 'leash', 'reflective', 'stripe']"
"['guess', 'dog', 'dogstagram', 'puppy', 'cute', 'love', 'instadog', 'pet', 'puppy', 'dogoftheday', 'doglover']"
"['dritzy', 's', '5th', 'birthday', 'doggybirthday', 'dog', 'germanshepherd', 'gsd', 'sablegsd', 'dogoftheday', 'dogsoftwitter']"
"['labradorretriever', 'labrador', 'blacklab', 'dog', 'dog', 'doglover', 'dogoftheday']"
"['fashion', 'dog', 'puppy', 'dog', 'dogstagram', 'instadog', 'dogoftheday', 'doglover', 'pup', 'pet', 'puppy', 'doglife']"
"['30', 'minute', 'left', 'doglovers', 'dogsofinstagram', 'dog', 'dog', 'doglife', 'dogstagram', 'dogoftheday', 'puppy', 'doglover']"
"['grow', 'fast', 'don', 't', 'they', 'mama', 'rain', 's', 'puppy', 'get', 'chonky', 'adoptdontshop', 'dogoftheday', 'raincoast250']"
"['dog', 'think', 'put', 'woodburner', 'dogoftheday', 'dogsoftwittter', 'missmabel']"
"['still', 'bit', 'rainy', 'here', 'dog', 'dogsofinstagram', 'dog', 'dogstagram', 'puppy', 'doglover', 'instadog', 'dogoftheday']"
"['dog', 's', 'mini', 'living', 'room', 'puppy', 'dog', 'dogstagram', 'instadog', 'dogoftheday', 'doglover', 'pup', 'pet', 'puppy', 'doglife']"
"['tongue', 'tuesday', 'handsome', 'bowtie', 'ya', 'll', 'think', 'get', 'another', 'dogsoftwitter', 'dogoftheday']"
"['name', 'brazilian', 'composer', 'jobim', 'also', 'play', 'camera', 'he', 's', 'proud', 'dogoftheday', 'dog']"
"['love', 'it', 'dog', 'dogsofinstagram', 'dog', 'dogstagram', 'puppy', 'instadog', 'doglover', 'dogoftheday', 'doglovers', 'doglife']"
"['dog', 'book', 'coffee', 'dog', 'dogsofinstagram', 'dog', 'puppy', 'dogstagram', 'love', 'cute', 'puppy', 'instadog', 'dogoftheday']"
"['dog', 'book', 'coffee', 'dog', 'dogsofinstagram', 'dog', 'puppy', 'dogstagram', 'love', 'cute', 'puppy', 'instadog', 'dogoftheday']"
"['dog', 'book', 'coffee', 'dog', 'dogsofinstagram', 'dog', 'puppy', 'dogstagram', 'love', 'cute', 'puppy', 'instadog', 'dogoftheday']"
"['dog', 'book', 'coffee', 'dog', 'dogsofinstagram', 'dog', 'puppy', 'dogstagram', 'love', 'cute', 'puppy', 'instadog', 'dogoftheday']"
"['dog', 'book', 'coffee', 'dog', 'dogsofinstagram', 'dog', 'puppy', 'dogstagram', 'love', 'cute', 'puppy', 'instadog', 'dogoftheday']"
"['dog', 'book', 'coffee', 'dog', 'dogsofinstagram', 'dog', 'puppy', 'dogstagram', 'love', 'cute', 'puppy', 'instadog', 'dogoftheday']"
"['dog', 'book', 'coffee', 'dog', 'dogsofinstagram', 'dog', 'puppy', 'dogstagram', 'love', 'cute', 'puppy', 'instadog', 'dogoftheday']"
"['dog', 'book', 'coffee', 'dog', 'dogsofinstagram', 'dog', 'puppy', 'dogstagram', 'love', 'cute', 'puppy', 'instadog', 'dogoftheday']"
"['dog', 'book', 'coffee', 'dog', 'dogsofinstagram', 'dog', 'puppy', 'dogstagram', 'love', 'cute', 'puppy', 'instadog', 'dogoftheday']"
"['dog', 'book', 'coffee', 'dog', 'dogsofinstagram', 'dog', 'puppy', 'dogstagram', 'love', 'cute', 'puppy', 'instadog', 'dogoftheday']"
