0
"['brownie', 'beach', 'get', 'foot', 'wet', 'lovedogs', 'dogsofinstaworld', 'dogvets', 'brownie', 'silver', 'strand', 'state', 'beach']"
"['dog', 's', 'anti', 'choke', 'bowl', 'dogsofinstaworld', 'petcat', 'allbest4pets', 'petclothing']"
"['assim', 'super', 'natural', 'dog', 'dogsofinstaworld', 'dog', 'dog', 'of', 'instagram', 'dogstagram', 'dog', 'of', 'world', 'doglovers']"
"['cruise', 'weekend', 'adoptdontshop', 'dogsofinstaworld', 'doggy', 'dogsofig', 'lovedogs', 'instadogs']"
"['beleza', 'negra', 'mam', 'eama', 'maya', 'dachshundpuppy', 'dachshundlove', 'dachshundbrasil', 'dogsofinstaworld', 'dogstagram']"
"['come', 'soon', 'dogofinstagram']"
"['come', 'soon', 'dogofinstagram']"
"['minnie', 'dog', 'dog', 'dogslife', 'dogstagram', 'dogsofinstaworld', 'dogmodel', 'dogsofinstagram', 'doglife']"
"['wassup', 'dog', 'simba', 'try', 'read', 'work', 'simba', 'simbadaisizzyt', 'dogsofinstaworld', 'dogsofaustralia']"
"['cold', 'dog', 'dog', 'dogslife', 'dogstagram', 'dogsofinstaworld', 'dogmodel', 'dogsofinstagram', 'doglife', 'dog', 'of', 'instagram']"
"['monday', 'dog', 'dog', 'dogslife', 'dogstagram', 'dogsofinstaworld', 'dogmodel', 'dogsofinstagram', 'doglife', 'dog', 'of', 'instagram']"
