0
"['brother', 'dog', 'living', 'best', 'life', 'dog', 'puppy', 'pup', 'cute', 'instagood', 'dog', 'of', 'instagram', 'pet', 'pet']"
"['know', 'dog', 'dog', 'dogfacts', 'happydog', 'dogtime', 'dog', 'of', 'instagram', 'pet', 'wag', 'tailchasing']"
"['know', 'dog', 'dog', 'dogfacts', 'happydog', 'dogtime', 'dog', 'of', 'instagram', 'pet', 'wag', 'tailchasing']"
"['stellaofthenorth', 'happysunday', 'goodmorning', 'haveagreatdayeveryone', 'dogsofinstagram', 'dog', 'of', 'instagram']"
"['este', 'peludo', 'amigo', 'visita', 'mi', 'hermano', 'en', 'su', 'local', 'su', 'nombre', 'e', 'spanky', 'dog', 'dog', 'of', 'instagram', 'dogsofinstagram']"
"['dog', 'dog', 'toptags', 'puppy', 'pup', 'cute', 'eye', 'instagood', 'dog', 'of', 'instagram', 'pet', 'pet', 'animal', 'animal']"
"['snuggle', 'dad', 'docrandyelba', 'dog', 'dog', 'dog', 'of', 'instagram', 'pet', 'pet', 'petstagram', 'dogsofinstagram']"
"['love', 'dogstagram', 'dog', 'of', 'instagram']"
"['love', 'dogstagram', 'dog', 'of', 'instagram']"
"['love', 'dogstagram', 'dog', 'of', 'instagram']"
"['love', 'dogstagram', 'dog', 'of', 'instagram']"
"['assim', 'super', 'natural', 'dog', 'dogsofinstaworld', 'dog', 'dog', 'of', 'instagram', 'dogstagram', 'dog', 'of', 'world', 'doglovers']"
"['instagramdogs', 'dog', 'of', 'instagram', 'kennel', 'dog', 'carrier', 'bracket', 'waterproof', 'pet', 'dog', 'car', 'seat', 'cover', 'cat', 'cushion', 'hammock']"
"['blakie', 'doglife', 'dogsofinstagram', 'dog', 'of', 'instagram', 'dogoftheday', 'doglovers', 'doglover', 'dog', 'doggy', 'dog']"
"['dog', 'doglover', 'dog', 'of', 'instagram']"
"['love', 'dogstagram', 'dog', 'of', 'instagram']"
"['love', 'dogstagram', 'dog', 'of', 'instagram']"
"['love', 'dogstagram', 'dog', 'of', 'instagram']"
"['instagramdogs', 'dog', 'of', 'instagram', 'hot', 'sell', 'scream', 'chicken', 'pet', 'dog', 'toy', 'squeeze', 'squeaky', 'sound', 'funny', 'toy', 'safety', 'r']"
"['new', 'haircut', 'dis', 'dog', 'of', 'instagram', 'shihtzusofinstagram', 'dogsofinstagram', 'shihtzu', 'doggo', 'ilovemydog']"
"['little', 'hellraiser', 'dog', 'of', 'instagram', 'doggo', 'dog', 'doggy', 'dogstagram', 'dogsofinstagram', 'puppygram', 'puppy']"
"['love', 'dogstagram', 'dog', 'of', 'instagram']"
"['love', 'dogstagram', 'dog', 'of', 'instagram']"
"['sun', 'dog', 'of', 'instagram', 'dogstagram', 'dogslife', 'doggo', 'dogoftheday', 'doglover', 'dogsofinsta', 'dog', 'dog']"
"['love', 'dogstagram', 'dog', 'of', 'instagram']"
"['instagramdogs', 'dog', 'of', 'instagram', 'aquarium', 'resin', 'coral', 'decoration', 'colorful', 'fish', 'aquarium', 'decoration', 'artificial', 'cora']"
"['instagramdogs', 'dog', 'of', 'instagram', '1pcs', 'new', 'unique', 'design', 'treasure', 'hunter', 'diver', 'action', 'figure', 'fish', 'tank', 'ornament', 'lan']"
"['socialize', 'adult', 'dog']"
"['love', 'dogstagram', 'dog', 'of', 'instagram']"
"['love', 'dogstagram', 'dog', 'of', 'instagram']"
"['love', 'dogstagram', 'dog', 'of', 'instagram']"
"['una', 'piccola', 'gioia', 'accoccolata', 'dog', 'dog', 'dogsofinstagram', 'dog', 'of', 'instagram']"
"['cold', 'dog', 'dog', 'dogslife', 'dogstagram', 'dogsofinstaworld', 'dogmodel', 'dogsofinstagram', 'doglife', 'dog', 'of', 'instagram']"
"['love', 'dogstagram', 'dog', 'of', 'instagram']"
"['love', 'dogstagram', 'dog', 'of', 'instagram']"
"['love', 'dogstagram', 'dog', 'of', 'instagram']"
"['monday', 'dog', 'dog', 'dogslife', 'dogstagram', 'dogsofinstaworld', 'dogmodel', 'dogsofinstagram', 'doglife', 'dog', 'of', 'instagram']"
"['williamlnfts', 'dog', 'dog', 'puppy', 'pup', 'cute', 'eye', 'instagood', 'dog', 'of', 'instagram', 'pet', 'pet', 'animal', 'animal']"
