Sky's the limit 🚀🚀🚀🔥🔥🔥💨💨💨 #assassins #assassination #3thehardway #trio #triple #3inarow #lyrical #hiphop #realmusic… https://t.co/zhm16Cc9IU 
Listen 2 #audio #assassins by @Suiwazear on #SoundCloudhttps://t.co/6NWHXtxgdh#rap #hiphop #trap #trapmusic… https://t.co/GGwhADlCUo 
Take a listen to our new song on Only Rock Radio 📻 👍🎸🙏🤘🏻#rockshow #assassinsrockband #assassins #aussiemusic… https://t.co/JBDPfZjh0Z 
1st Period locked in!#306PRIDE #assassins https://t.co/92QHHMqsLQ 
