@MSDhoni21462118 @DineshKarthik because all lives matternot just blmmake this #alllivesmatter then we will 
I will only bend the knee to God .Racism wont go away because people bend the knee. #alllivesmatter #supportquintondekock 
So SA cricket team told they must take the knee. The world is in trouble. #alllivesmatter 
@isaguha question is only black people face racism?? indians facechinese face so #alllivesmatter not just #blacklivesmatter 
#whitelivesmatter #blacklivesmatter#alllivesmatter#fuckoff #kys #killyourself #memes #stolesmemes some are oc di… https://t.co/c10H59fDBN 
