Entering… hot tub season #boldswim #fallescapes #winteroutfits #wintertravwl #holidaytravel https://t.co/cVYW0M8x9o 
Getting a little off from Inktober here's some #winteroutfits!#Carmin looks all elegant and #Maria is a little pur… https://t.co/a4Nr1IFoZ8 
This is what we call smile-worthy style. Shop #newarrivals NOW: https://t.co/l4Q9X7xysb #mytalbots #winteroutfits… https://t.co/nozmBMZTS1 
