0
"['feel', 'free', 'order', 'marijuana', 'precription', 'pill', 'etc', 'otd', 'psychedelics', 'drug', 'psychedelicdrugs', 'drugtherapy']"
"['miamiuniversity', 'license', 'manufacturing', 'psychedelicdrugs', 'just', 'without', 'trip', 'there', 's', 'promising']"
"['still', 'look', 'proposal', 'text', 'map', 'about', 'decolonisedrugpolicy', 'legalizedrugs', 'psychedelicdrugs']"
