0
"['poketubing', 'tip', '420', 'someone', 'say', 'thing', 'agree', 'with', 'block', 'em', 'mention', 'tweet', 'like', 'block', 'em', 'gottablockemall']"
"['420', 'meme', 'day', '420meme', '420memes', 'marijuana', 'job', 'cannabis', 'career', 'jobboard', 'jobhunt', 'jobsearch']"
"['come', 'hang', 'twitch', '420', 'weed']"
"['remvalorant', 'obaakz', 'rubins', '420']"
