0
"['intothevoidafter', 'long', 'day', 'suppress', 'emotion', 'manly', 'like', 'watch', 'duncan', 'trussell', 'tell', 'story', 'on']"
"['intothevoid', 'universe', 'collect', 'tax', 'today', 'thought', 'grown', 'that', 'stress', 'eye', 'lid', 'keep', 'twitc']"
