0
"['sunset', 'view', 'bedroom', 'window', 'even', 'be', 'bad', 'colorado', 'frontrange', 'northerncolorado', 'sunset']"
"['we', 're', 'break', 'outside', 'service', 'rookie', 'today', 'getafteritsara', 'premier', 'publicgolf', 'northerncolorado']"
