0
"['yes', 'really', 'get', 'this', 'yougotthis', 'recovery', 'recoveryispossible', 'recoveryrocks', 'alcoholfree', 'drugfree']"
"['get', 'nail', 'lol', 'recoveryposse', 'recoveryrocks']"
