0
"['release', 'first', 'nhldraft', 'ranking', 'season', 'check', 'top', '32', 'list', 'also', 'get', '10', 'minute', 'pod']"
"['pretty', 'nice', 'still', 'can', 't', 'believe', 'peterka', 'drop', '34th', '2020', 'nhldraft']"
"['half', '2022', 'nhldraft', 'rank', 'player', '6ft', 'tall', 'wild', 'stat', 'two', 'best', 'come', 'pla']"
