0
"['hump', 'day', 'beccalovesgolf', 'golfer', 'golflife', 'golfaddict', 'golfporn', 'golfstyle', 'golfbabes', 'golfbabe', 'titleist']"
"['definitely', 'chase', 'sunset', 'tonight', 'liquorgolf', 'swinglikeagirl', 'golfbabes', 'socialmediafriends', 'irl']"
