0
"['draw', 'kingjames', 'lebronjames', 'basketballplayer', 'actor', 'athlete', 'tiktok', 'celebrity', 'khalilpeoples', 'artist']"
"['practice', 'help', 'leave', 'court', 'basketball', 'basketballteam', 'basketballplayers', 'court', 'hoop']"
"['explore', 'explorepage', 'hiphop', 'rap', 'reel', 'nba', 'nbaplayer', 'khawileonard', 'mixtape', 'debutmixtape', 'basketballplayer']"
"['nba', 'celtic', 'today', 'incredible', 'performance', 'basketballplayer', 'basketballcards']"
"['follow', 'basketballplayer', 'bhfyp', 'explorepage', 'love', 'espn', 'ncaa', 'kevindurant', 'mlb', 'explore', 'mvp', 'basketballedits']"
"['dribbl3', 'versus', 'dragyn', '9', 'x', '12', 'arteza', 'creativejourney', 'sketchbook', 'storiesinme', 'basketballplayer']"
