0
"['jaylen', 'brown', 'team', 'celtic', 'kiatipoff21', '46', 'point', '9', 'rebound', '6', 'assist', 'jaylenbrown', 'nbaawards', 'nbamvp']"
"['get', 'nbaawards', 'pick', 'correct', 'nbatwitter']"
