0
"['end', 'weekend', 'night', 'capture', 'hockey', 'team', 'moment', 'yhbantamchiefs', 'hockeygirls']"
"['never', 'know', 'kinda', 'trick', 'hockeygirls', 'sleeve', 'shall', 'say', 'jersey']"
"['hockeygirls', 'hockey']"
