0
"['johnderringer', 'leaf', 'actually', 'give', 'shit', 'win', 'mapleleafs', 'allcaps', 'rockthered', 'nhlplayoffs']"
"['nhl', 'hockey', 'creation', 'sport', 'highlight', 'hockeylife', 'celly', 'stanleycup', 'nhlhockey', 'nhlplayoffs', 'edits']"
