0
"['st', 'louis', 'blue', 'fan', 'stlouis', 'stlouisblues', 'hockey', 'mancave', 'pillow', 'accentpillows', 'hockeyfan', 'handmade']"
"['photographer', 'hockeyfan', 'wedding', 'yeg', 'edmontonoilers', 'desrochers']"
"['thejschweigert', 'oh', 'idea', 'season', 'like', 'hockey', 'season', 'nhl', 'gt', 'nfl', 'sayin', 'capsfan', 'hockeyfan', 'hockeymom', 'hockeylife']"
"['flyer', 'stomp', 'kraken', '6', '1', 'game', '2', 'seakraken', 'kraken', 'bringittobroad', 'flyer', 'nhl', 'hockeyfan', 'hockeytwitter']"
