0
"['practice', 'help', 'leave', 'court', 'basketball', 'basketballteam', 'basketballplayers', 'court', 'hoop']"
"['knowledge', 'attitude', 'belief', 'parent', 'youth', 'basketballplayers', 'regard', 'sport', 'specialization', 'and']"
