0
"['ben', 'dickshinski', 'sure', 'life', 'evolve', 'hockeydad', 'flow', 'lol']"
"['well', 'thought', '715', 'hockey', 'practice', 'start', 'year', '2', 'be', 'freshice', 'hockeydad']"
"['43', 'degree', 'outside', 'i', 'm', 'willingly', 'inside', 'ice', 'arena', 'yup', 'must', 'saturday', 'hockeydad']"
"['kickman10', 'way', 'watch', 'kkiecker2713', 'play', 'snc', 'whockey', 'seniorseason', 'hockeydad', 'gameday']"
"['cadillac', 'coupedeville', 'would', 'coolest', 'hockeydad', 'car', 'ever']"
"['damn', 'right', 'hockeylife', 'hockeydad']"
"['sneak', 'peek', 'year', 's', 'hockey', 'buddy', 'picture', 'hockey', 'play', 'boy', 'hockeytwitter', 'hockeydad', 'peewee']"
"['home', 'ice', 'endlich', 'hockeydad', 'hockeylife', 'eishockey', 'eisstadion', 'ottobrunn']"
