0
"['igm', 'dedicate', 'continuous', 'learn', 'professionalgrowth', 'strive', 'day', 'well', 'we']"
"['3', 'way', 'find', 'amp', 'keep', 'good', 'mentor', 'advisor', 'read', 'more']"
"['4', 'sleep', 'thesa2021', 'online', 'virtual', 'conference', 'bctf', 'professionalgrowth', 'professionaldevelopment']"
