0
"['vous', 'de', 'choisir', 'entreprendreavecbge', 'entrepreneuriat', 'entreprendre', 'entrepreneur', 'entrepreneure']"
"['en', 'tant', 'que', 'femme', 'entrepreneure', 'vous', 'avez', 'travaill', 'sans', 'rel', 'che', 'pour', 'd', 'velopper', 'votre', 'entreprise', 'nous', 'pouvons', 'v']"
"['plus', 'vite', 'vous', 'r', 'it', 'rez', 'ce', 'cycle', 'plus', 'vite', 'vous', 'renforcez', 'votre', 'marketing', 'entrepreneure', 'entrepreneuse']"
