0
"['miss', 'october', 's', 'special', 'offer', 'saving', 'octspecial', 'onlinecourses', 'professionaldevelopment']"
"['managerial', 'power', 'position', 'power', 'personal', 'power', 'wideimpact', 'professionaldevelopment']"
"['to', 'understand', 'make', 'difference', 'professionaldevelopment', 'incredibly', 'powerful', 'asset', 'toolki']"
"['careermanagement', 'careerdevelopment', 'worktrends', 'workforce', 'professionaldevelopment', 'apprenticeship']"
"['10', 'sign', 'know', 'purposeful', 'work', 'like', 'pro']"
"['no', 'matter', 'happens', 'sun', 'rise', 'morning', 'barack', 'obama', 'wideimpact', 'professionaldevelopment', 'goodmorning']"
"['hire', 'manager', 'shouldn', 't', 'ruin', 'job', 'search', 'strategy']"
"['get', 'know', 'comic', 'professionaldevelopment', 'pd', 'eduk8me']"
"['get', 'know', 'comic', 'professionaldevelopment', 'pd', 'eduk8me']"
"['great', 'week', 'aap', 'canadianadmin', 'adminprofessional', 'professionaldevelopment', 'learngrowthrive', 'innovation']"
"['come', 'event', 'week', 'professionaldevelopment', 'powderpufffootball']"
"['6', 'book', 'deal', 'change', 'open', 'mind', 'people']"
"['professionaldevelopment', 'monday', 'slide', 'direct', 'indirect', 'intervention', 'method', 'digital', 'classroom']"
"['hey', 'newleaftd', 'profile', 'live', 'training', 'professionaldevelopment']"
"['2', 'note', 'need', 'worker', 'share', 'flexibility', 'amp', 'professionaldevelopment', 'amp', 'use', 'learn', 'strategic']"
"['6', 'day', 'left', 'apply', 'faculty', 'fellowship', 'program', 'the', 'program', 'support', 'professionaldevelopment', 'faculty']"
"['ready', 'start', 'another', 'learn', 'journey', 'eunacademy', 'steamit', 'professionaldevelopment']"
"['toolbox', 'tip', 'create', 'learn', 'course', 'outline', 'microsoft', 'word']"
"['today', 's', 'blog', 'softskills']"
"['great', 'career', 'lesson', 'hiding', 'terrible', 'job', 'security', 'story']"
"['join', 'paul', 'boudreau', 'rest', 'expert', 'panel', 'projectmanagement', 'professionaldevelopment', 'specialist']"
"['professional', 'development', 'art', 'teacher', 'learn', 'professionaldevelopment', 'arted']"
"['introspectioninterest', 'philosophy', 'personalgrowth', 'patience', 'professionaldevelopmentbondingopen', 'discussio']"
"['learn', 'bipoc', 'lgbtqia', 'youthled', 'digital', 'slidingscale', 'professionaldevelopment', 'solution']"
"['checked', 'november', 'virtual', 'professionaldevelopment', 'opportunity', 'medialiteracy', 'pbl', 'cchat', 'k12']"
"['use', 'critical', 'think', 'skill', 'perform', 'like', 'pro']"
"['dream', 'doesn', 't', 'become', 'reality', 'magic', 'take', 'sweat', 'determination', 'hard', 'work', 'wideimpact', 'professionaldevelopment']"
