0
"['icc', 'hopeless', 'marketingteam', 'bogus', 'byte', 'different', 'part', 'world', 'also', 'background', 'music']"
"['offering', 'brand', 'new', 'client', 'free', 'consultation', 'one', 'marketingteam', 'tell', 'ex']"
