0
"['joe', 'biden', 'interrupt', 'press', 'conference', 'look', 'bird', 'somethis', 'somemorenews', 'joebiden', 'kamalaharris', 'bird']"
"['joebiden', 'bidenisafailure', 'bidenbordercrisis', 'bidentownhall', 'bidenliedpeopledied', 'bidenapproval', 'bidenisadisgrace']"
"['elder', 'abuse', 'suffer', 'insanity', 'joebiden', 'letsgobrandon']"
"['key', 'u', 'senator', 'urge', 'blinken', 'ensure', 'biden', 'imran', 'phone', 'call', 'imrankhanpti', 'joebiden', 'secblinken', 'joebiden']"
"['racism', 'illusion', 'conservative', 'politics', 'donaldtrump', 'americafirst', 'liberal', 'democrat', 'rightwing', 'joebiden']"
"['vp', 'potus', 'tax', 'biden', 'cancelstudentdebt', 'bidentownhall', 'joebiden', 'kamalaharris', 'joyannreid']"
"['stevemartin2000', 'emeraldrobinson', 'suzanneevans1', 'joebiden', 'everyday', 'guy', 'another', 'planet']"
"['beaglelivesmatter', 'joebiden', 'amp', 'fauci', 'use', 'usa', 'tax', 'money', 'fund', 'horrible', 'deadly', 'experiment', 'dog', 'cage']"
"['still', 'allow', 'around', 'child', 'joebiden', 'child']"
"['need', 'new', 'york', 'accord']"
"['thanksgiving', 'many', 'joebiden', 'creep', 'destroyed', 'america', '10', 'month']"
