0
"['shaneewarden', 'cainansp', 'braxthecreator', 'nigger', 'who', 's', 'school', 'maga']"
"['seanhannity', 'oann', 'pastordscott', 'foxnews', 'tuckercarlson', 'realamvoice', 'niggasfortrump', 'maga', 'thefirstontv', 'trump', 's']"
"['maga', 'trump', 'donaldjtrump', 'nut', 'job', 'listen', 'him', 'crazy', 'shit', 'drug', 'arizona', 'texas', 'ohio', 'iowa', 'gop']"
"['uberfacts', 'it', 's', 'surprise', 'third', 'population', 'come', 'there', 'maga']"
"['biden', 'administration', 'extends', 'covid', 'restriction', 'cruise', 'ship', 'industry', 'january']"
