0
"['journalist', 'say', 'detail', 'prince', 'william', 's', 'allege', 'affair', 'come', 'royal', 's', 'friend', 'royalfamily', 'royal']"
"['disgust', 'prince', 'harry', 'meghan', 'fan', 'slam', 'post', 'queen', 'spends', 'night', 'hospital', 'royal', 'via']"
"['probably', 'carry', 'spencer', 'tree', 'spencer', 'do', 'more', 'bowes', 'queenmother', 'more', 'royal', 'than']"
"['see', 'elizabeth', 'the', 'elizabeth', 'saw', 'her']"
"['royal', 'flashback', '25', 'october', '1956', 'queen', 'elizabeth', 'ii', 'covent', 'garden', 'arrival', 'covent', 'garden', 'bolsho']"
"['royal', 'flashback', 'funny', 'story', 'prince', 'philip', 'duke', 'edinburgh', 'queen', 'elizabeth', 'ii', 'visit', 'spain', 'octobe']"
"['i', 'm', 'play', 'heri', 'm', 'generation', 'thing', 'bitlife', 'royal']"
"['mondayvibes', 'princessdiana', 'royal', 'connection', 'bridgertonas', 'duchess', 'amp', 'scotlandyard', 'detective', 'embr']"
['queenland']
"['fact', 'relate', 'and', 'number', 'grandad', 'history', 'royal', 'ancestor', 'example', 'from']"
"['royal', 'hello', 'magazine', 'canada', '01', 'november', '2021', 'prince', 'william', 'catherine', 'duke', 'duchess', 'cambridge']"
"['royal', 'hello', 'magazine', 'uk', '01', 'november', '2021', 'queen', 'duke', 'duchess', 'cambridge']"
"['royal', 'meghanmarkle', 'meghan', 'marilyn', 'update', 'shock', 'gossip', 'royalehigh']"
"['teary', 'yet', 'cheery', 'the', '7th', 'wife', 'henry', '8th']"
"['fascinate', 'shoestill', 'here']"
"['takasmatik2', 'dnisi', 'dmsas', 'royal', 'kront', 'clebi', 'froto', 'asuzu', 'l', 'tfen']"
"['look', 'watch', 'join', 'visinpractice', 'conversation', 'ieeevis', 'head', 'royal', 'livestream', 'track']"
"['today', 's', 'cartoon', 'mangenatoons', 'eff', 'juliusmalema', 'malema', 'kingdalindeybo', 'dalindeybo', 'royal', 'royalty', 'lge2021']"
"['couple', 'want', 'disappear', 'lovestory', 'royal', 'princess']"
"['queen', 'advertises', 'housekeeper', 'royal']"
"['japan', 's', 'princessmako', 'married', 'commoner', 'lose', 'status', 'royal']"
"['japan', 's', 'princess', 'mako', 'marries', 'commoner', 'loses', 'royal', 'status', 'oct', '26', '3', '49', 'et', 'video', 'onsite']"
"['japan', 's', 'princess', 'mako', 'married', 'college', 'sweetheart', 'kei', 'komuro', 'tuesday', 'give', 'royal', 'title', 'end', 'a']"
"['japan', 's', 'princess', 'mako', 'marries', 'commoner', 'loses', 'royal', 'status', 'japan', 'mako', 'royal', 'princessmako']"
"['henry', 'viii', 's', 'secret', 'daughter', 'back', 'the', 'elizabeth']"
"['overcome', 'scandal', 'ptsd', 'japan', 's', 'princess', 'mako', 'finally', 'marries', 'college', 'sweetheart', 'mako', 'komuro', 'royal']"
"['the', 'five', 'slam', 'biden', 'fail', 'economic', 'agenda']"
"['look', 'increase', 'royal', 'albert', 'old', 'country', 'rose', 'collection', 'dinner', 'service', 'christmas', 'look', 'no']"
"['queen', 'carry', 'virtual', 'audience', 'windsor', 'castle', 'royal']"
"['tuesdayvibe', 'netflix', 'thecrown', 'feature', 'princessdiana', 's', 'bbc', 'interviewwhile', 'royal', 'mystery', 'intrigu']"
