0
"['3', 'secretaryhobbs', 'work', 'closely', 'colleague', 'run', 'successful', 'election2020', 'spent', 'past', 'sever']"
"['via', 'tpm', 'house', 'dems', 'demand', 'ouster', 'trump', 'hardliner', 'roll', 'stone', 'piece']"
"['politics', 'election2020', 'dumptrump', 'trump', 'republican', 'conservative', 'propaganda', 'fakenews', 'democrat']"
