0
"['uk', 'sam', 'armytage', 'offer', 'new', 'seven', 'contract']"
"['news', 'sam', 'armytage', 'offer', 'new', 'seven', 'contract']"
"['power', 'politics', 'money', 'work', 'where', 'minister', 'go', 'door', 'door', 'take', 'ton', 'press', 'conference', 'a']"
"['laser', 'eye', 'protect', 'cryptocurrency', 'investor', 'community']"
"['here', 's', 'ready', 'use', 'press', 'drive', 'sale', 'publicrelations', 'pr', 'communication', 'marketing', 'strategy']"
"['supreme', 'speed', 'court', 'put', 'abortion', 'rocket', 'docket']"
"['bernie', 'sander', 'vow', 'stand', 'firm', 'medicare', 'expansion', 'it', 's', 'come', 'out']"
"['twitter', 'suspends', 'gop', 'congressman', 'misgendering', 'dr', 'rachel', 'levine', 'first', 'trans', 'four', 'star', 'admiral']"
"['exclusive', 'dems', 'medicaid', 'dream', 'hit', 'manchin', 'roadblock']"
"['less', 'quarter', 'eviction', 'aid', 'disburse', 'treasury', 'say']"
"['septum', 'worker', 'vote', 'authorize', 'strike', 'new', 'agreement', 'can', 't', 'reach']"
"['strike', 'kellogg', 'worker', 'describe', 'issue', 'fight']"
"['puerto', 'ricans', 'resist', 'austerity', 'measure', 'corporate', 'corruption']"
"['puoi', 'contribuire', 'far', 'crescere', 'webcomunicati', 'anche', 'con', 'una', 'piccola', 'donazione']"
"['uk', 'daily', 's', 'owner', 'focus', 'resource', 'core', 'title', 'property', 'site', 's', 'sale']"
"['news', 'daily', 's', 'owner', 'focus', 'resource', 'core', 'title', 'property', 'site', 's', 'sale']"
"['ci', 'puoi', 'trovare', 'anche', 'su', 'tumblr', 'seguici']"
"['immediate', 'release', 'sidow', 'sobrino', 'duo', 'release', 'first', 'collaborative', 'lp', 'news', 'pressrelease', 'pr', 'press']"
"['uk', 'dustman', 'become', 'weekly', 's', 'chief', 'reporter', 'dy', 'age', '74']"
"['news', 'dustman', 'become', 'weekly', 's', 'chief', 'reporter', 'dy', 'age', '74']"
"['uk', 'reporter', 'win', 'court', 'fight', 'name', 'victim', 'fraudster', 'escort']"
"['news', 'reporter', 'win', 'court', 'fight', 'name', 'victim', 'fraudster', 'escort']"
"['uk', 'facebook', 'partner', 'aap', 'launch', 'medium', 'literacy', 'campaign', 'via', 'momentum']"
"['news', 'facebook', 'partner', 'aap', 'launch', 'medium', 'literacy', 'campaign', 'via', 'momentum']"
"['press', 'bulandshahr', 'dmbulandshahr', 'infodeptup']"
"['uk', 'eva', 'longoria', 'keen', 'revisit', 'desperate', 'housewife']"
"['news', 'eva', 'longoria', 'keen', 'revisit', 'desperate', 'housewife']"
"['uk', 'daily', 'launch', 'environmental', 'investigation', 'series', 'ahead', 'un', 'summit', 'patch']"
"['news', 'daily', 'launch', 'environmental', 'investigation', 'series', 'ahead', 'un', 'summit', 'patch']"
"['ever', 'since', 'press', 'india', 'ruler', 'critic', 'ever', 'get', 'good', 'press', 'want', 'neit']"
['press']
"['uk', 'ex', 'regional', 'journalist', 's', '5k', 'donation', 'help', 'nctj', 'smash', 'bursary', 'target']"
"['news', 'ex', 'regional', 'journalist', 's', '5k', 'donation', 'help', 'nctj', 'smash', 'bursary', 'target']"
"['karma', 'medical']"
"['gazzetta', 'amp', 'voce', '26', 'ott', '21', 'radiobase', 'radiobasemn', 'mantova', 'news', 'notizie', 'giornali', 'press']"
"['ascendex', 'list', 'kattana', 'ktn', 'usdt', 'trading', 'pair']"
"['like', 'deep', 'rom', 'bradford', 'barbell', 'press']"
"['iost', 'onboards', 'ludena', 'protocol']"
"['uk', 'awgie', 'award', '2021', 'nominee']"
"['news', 'awgie', 'award', '2021', 'nominee']"
"['politician', 'need', 'answer', 'press', 'question']"
"['lustcoins', 'build', 'platform', 'gender', 'discrimination', 'education']"
"['today', 'star']"
"['hollaex', 'expansion', 'white', 'label', 'cloud', 'exchange']"
"['vatican', 'advisory', 'press', 'calendar', 'confirms', 'pope', 'francis', 'pontifex', 'popefrancis', 'meet', 'president', 'joe', 'biden']"
"['honest', 'it', 's', 'best', 'press', 'he', 's', 'ever', 'get', 'uklabour', 'labour', 'i', 'm', 'tory', 'nazi', 'supporter']"
"['anyone', 'press', 'cwoa', 'dm', 'pls', 'journorequest', 'bbc', 'radiorequest', 'thanks']"
"['briefed', 'press', 'medium', 'bengaluru', 'regard', 'state', 's', 'preparedness', 'fertiliser', 'include', 'dap', 'centre', 'e']"
"['uk', 'stock', 'photo', 'surprise', 'spark', 'regional', 'journalist', 'model', 'memory']"
"['news', 'stock', 'photo', 'surprise', 'spark', 'regional', 'journalist', 'model', 'memory']"
"['aoi', 'join', 'tezos', 'ecosystem', 'first', 'luxembourg', 'corporate', 'baker']"
"['nfts', 'get', 'interest', 'kwiktrust', 'ido']"
"['uk', 'publisher', 'close', 'deal', 'save', 'closure', 'threaten', 'weekly']"
"['news', 'publisher', 'close', 'deal', 'save', 'closure', 'threaten', 'weekly']"
"['uk', 'local', 'paper', 'reveals', 'new', 'name', 'patch', 'circulation', 'expand']"
"['news', 'local', 'paper', 'reveals', 'new', 'name', 'patch', 'circulation', 'expand']"
"['uk', 'john', 'lewis', 'data', 'chief', 'join', 'publisher', 's', 'board']"
"['news', 'john', 'lewis', 'data', 'chief', 'join', 'publisher', 's', 'board']"
"['uk', 'daily', 'urge', 'reader', 'join', 'plastic', 'army', 'bid', 'greener', 'patch']"
"['press', 'release', '27', '10', '2021', 'abvphp', 'abvp4cskhpkv', 'kangra', 'palampur', 'cskhpkv', 'divyahimachal', 'amarujala', 'press', 'medium']"
"['uk', 'reporter', 'get', 'tattoo', 'footballer', 'fan', 'raise', '25000', 'foodbank']"
"['news', 'reporter', 'get', 'tattoo', 'footballer', 'fan', 'raise', '25000', 'foodbank']"
"['au', 'angie', 'kent', 'cop', 'fine', 'disqualification', 'drink', 'drive', 'charge']"
"['news', 'angie', 'kent', 'cop', 'fine', 'disqualification', 'drink', 'drive', 'charge']"
"['uk', 'google', 'advertising', 'revenue', 'climb', '41', 'growth', 'exceeds', 'expectation']"
"['news', 'google', 'advertising', 'revenue', 'climb', '41', 'growth', 'exceeds', 'expectation']"
