0
"['i', 'd', 'say', 'accurate', 'lol', 'realestateteam', 'realestateinvestment', 'realtorlifestyle', 'biggerpockets']"
"['tbt', 'bright', 'sunny', 'somerville', 'condo', 'sell', 'condo', 'somerville', 'websterave', 'realestateteam', 'resco', 'gsir']"
"['work', 'real', 'estate', 'partner', 'unengaged', 'agent', 'clip', 'partner', 'team', 'teamwork', 'realestateteam', 'realtor']"
